"","temp","nr","stability","S","CA","CS","CB","N"
"19140",304.405033557047,0.0874496644295302,"bistable",995.54,0.78,8.22,8722.43,0.06
"19141",304.46744966443,0.0874496644295302,"bistable",994.59,0.78,8.21,8672.92,0.06
"19142",304.529865771812,0.0874496644295302,"bistable",993.58,0.78,8.2,8623.13,0.06
"19143",304.592281879195,0.0874496644295302,"bistable",992.49,0.78,8.19,8573.03,0.06
"19144",304.654697986577,0.0874496644295302,"bistable",991.3,0.78,8.18,8522.53,0.06
"19145",304.71711409396,0.0874496644295302,"bistable",990.02,0.78,8.17,8471.55,0.06
"19146",304.779530201342,0.0874496644295302,"bistable",988.62,0.77,8.16,8420.02,0.07
"19147",304.841946308725,0.0874496644295302,"bistable",987.09,0.77,8.15,8367.82,0.07
"19148",304.904362416107,0.0874496644295302,"bistable",985.41,0.77,8.14,8314.83,0.07
"19149",304.96677852349,0.0874496644295302,"bistable",983.56,0.77,8.12,8260.89,0.07
"19150",305.029194630872,0.0874496644295302,"bistable",981.51,0.77,8.11,8205.82,0.08
"19151",305.091610738255,0.0874496644295302,"bistable",979.23,0.77,8.09,8149.39,0.08
"19152",305.154026845638,0.0874496644295302,"bistable",976.68,0.77,8.07,8091.33,0.09
"19153",305.21644295302,0.0874496644295302,"bistable",973.8,0.76,8.04,8031.29,0.09
"19154",305.278859060403,0.0874496644295302,"bistable",970.54,0.76,8.02,7968.83,0.1
"19155",305.341275167785,0.0874496644295302,"bistable",966.81,0.76,7.99,7903.38,0.1
"19156",305.403691275168,0.0874496644295302,"bistable",962.49,0.76,7.96,7834.2,0.11
"19157",305.46610738255,0.0874496644295302,"bistable",957.45,0.76,7.92,7760.29,0.12
"19158",305.528523489933,0.0874496644295302,"bistable",951.49,0.76,7.87,7680.31,0.13
"19159",305.590939597315,0.0874496644295302,"bistable",944.32,0.76,7.81,7592.34,0.14
"19160",305.653355704698,0.0874496644295302,"bistable",935.53,0.75,7.74,7493.61,0.15
"19161",305.715771812081,0.0874496644295302,"bistable",924.51,0.75,7.66,7379.9,0.17
"19162",305.778187919463,0.0874496644295302,"bistable",910.27,0.75,7.55,7244.52,0.19
"19163",305.840604026846,0.0874496644295302,"bistable",891.12,0.75,7.4,7075.97,0.22
"19164",305.903020134228,0.0874496644295302,"bistable",863.91,0.74,7.18,6852.71,0.27
"19165",305.965436241611,0.0874496644295302,"bistable",821.77,0.74,6.85,6527.86,0.33
"19166",306.027852348993,0.0874496644295302,"bistable",745.14,0.73,6.25,5967.26,0.45
"19167",306.090268456376,0.0874496644295302,"bare",0,0.14,0,118.76,1.15
"19168",306.152684563758,0.0874496644295302,"bare",0,0.14,0,118.03,1.15
"19169",306.215100671141,0.0874496644295302,"bare",0,0.14,0,117.3,1.15
"19170",306.277516778523,0.0874496644295302,"bare",0,0.14,0,116.58,1.15
"19171",306.339932885906,0.0874496644295302,"bare",0,0.14,0,115.86,1.15
"19172",306.402348993289,0.0874496644295302,"bare",0,0.14,0,115.14,1.15
"19173",306.464765100671,0.0874496644295302,"bare",0,0.14,0,114.43,1.15
"19174",306.527181208054,0.0874496644295302,"bare",0,0.14,0,113.72,1.15
"19175",306.589597315436,0.0874496644295302,"bare",0,0.14,0,113.02,1.15
"19176",306.652013422819,0.0874496644295302,"bare",0,0.14,0,112.32,1.15
"19177",306.714429530201,0.0874496644295302,"bare",0,0.14,0,111.63,1.15
"19178",306.776845637584,0.0874496644295302,"bare",0,0.14,0,110.94,1.15
"19179",306.839261744966,0.0874496644295302,"bare",0,0.14,0,110.25,1.15
"19180",306.901677852349,0.0874496644295302,"bare",0,0.14,0,109.57,1.15
"19181",306.964093959732,0.0874496644295302,"bare",0,0.14,0,108.89,1.15
"19182",307.026510067114,0.0874496644295302,"bare",0,0.14,0,108.21,1.15
"19183",307.088926174497,0.0874496644295302,"bare",0,0.14,0,107.54,1.15
"19184",307.151342281879,0.0874496644295302,"bare",0,0.14,0,106.87,1.15
"19185",307.213758389262,0.0874496644295302,"bare",0,0.14,0,106.21,1.15
"19186",307.276174496644,0.0874496644295302,"bare",0,0.14,0,105.55,1.15
"19187",307.338590604027,0.0874496644295302,"bare",0,0.14,0,104.9,1.15
"19188",307.401006711409,0.0874496644295302,"bare",0,0.14,0,104.24,1.15
"19189",307.463422818792,0.0874496644295302,"bare",0,0.14,0,103.6,1.15
"19190",307.525838926174,0.0874496644295302,"bare",0,0.14,0,102.95,1.15
"19191",307.588255033557,0.0874496644295302,"bare",0,0.14,0,102.31,1.15
"19192",307.65067114094,0.0874496644295302,"bare",0,0.14,0,101.67,1.15
"19193",307.713087248322,0.0874496644295302,"bare",0,0.14,0,101.04,1.15
"19194",307.775503355705,0.0874496644295302,"bare",0,0.14,0,100.41,1.15
"19195",307.837919463087,0.0874496644295302,"bare",0,0.14,0,99.79,1.15
"19196",307.90033557047,0.0874496644295302,"bare",0,0.14,0,99.17,1.15
"19197",307.962751677852,0.0874496644295302,"bare",0,0.13,0,98.55,1.15
"19198",308.025167785235,0.0874496644295302,"bare",0,0.13,0,97.93,1.15
"19199",308.087583892617,0.0874496644295302,"bare",0,0.13,0,97.32,1.15
"19200",308.15,0.0874496644295302,"bare",0,0.13,0,96.71,1.15
"19201",298.85,0.0880201342281879,"seagrass",1012.09,0.88,8.36,13723.41,0.03
"19202",298.912416107383,0.0880201342281879,"seagrass",1012.09,0.88,8.36,13654.94,0.03
"19203",298.974832214765,0.0880201342281879,"seagrass",1012.09,0.88,8.36,13586.82,0.03
"19204",299.037248322148,0.0880201342281879,"seagrass",1012.08,0.88,8.36,13519.05,0.03
"19205",299.09966442953,0.0880201342281879,"seagrass",1012.08,0.88,8.36,13451.63,0.03
"19206",299.162080536913,0.0880201342281879,"seagrass",1012.08,0.88,8.36,13384.54,0.03
"19207",299.224496644295,0.0880201342281879,"seagrass",1012.07,0.88,8.36,13317.79,0.03
"19208",299.286912751678,0.0880201342281879,"seagrass",1012.06,0.88,8.36,13251.39,0.03
"19209",299.34932885906,0.0880201342281879,"seagrass",1012.05,0.88,8.36,13185.31,0.03
"19210",299.411744966443,0.0880201342281879,"seagrass",1012.04,0.87,8.36,13119.58,0.03
"19211",299.474161073826,0.0880201342281879,"seagrass",1012.03,0.87,8.36,13054.17,0.03
"19212",299.536577181208,0.0880201342281879,"seagrass",1012.02,0.87,8.36,12989.09,0.03
"19213",299.598993288591,0.0880201342281879,"seagrass",1012,0.87,8.36,12924.34,0.03
"19214",299.661409395973,0.0880201342281879,"seagrass",1011.98,0.87,8.36,12859.92,0.03
"19215",299.723825503356,0.0880201342281879,"seagrass",1011.96,0.87,8.36,12795.82,0.03
"19216",299.786241610738,0.0880201342281879,"seagrass",1011.94,0.87,8.35,12732.04,0.03
"19217",299.848657718121,0.0880201342281879,"seagrass",1011.92,0.87,8.35,12668.58,0.03
"19218",299.911073825503,0.0880201342281879,"seagrass",1011.89,0.87,8.35,12605.44,0.03
"19219",299.973489932886,0.0880201342281879,"seagrass",1011.87,0.86,8.35,12542.61,0.03
"19220",300.035906040268,0.0880201342281879,"seagrass",1011.84,0.86,8.35,12480.09,0.03
"19221",300.098322147651,0.0880201342281879,"seagrass",1011.81,0.86,8.35,12417.89,0.03
"19222",300.160738255034,0.0880201342281879,"seagrass",1011.77,0.86,8.35,12356,0.03
"19223",300.223154362416,0.0880201342281879,"seagrass",1011.74,0.86,8.35,12294.41,0.03
"19224",300.285570469799,0.0880201342281879,"seagrass",1011.7,0.86,8.35,12233.13,0.03
"19225",300.347986577181,0.0880201342281879,"seagrass",1011.66,0.86,8.35,12172.15,0.03
"19226",300.410402684564,0.0880201342281879,"seagrass",1011.62,0.86,8.35,12111.47,0.03
"19227",300.472818791946,0.0880201342281879,"seagrass",1011.58,0.86,8.35,12051.09,0.03
"19228",300.535234899329,0.0880201342281879,"seagrass",1011.53,0.86,8.35,11991,0.03
"19229",300.597651006711,0.0880201342281879,"seagrass",1011.48,0.85,8.35,11931.21,0.03
"19230",300.660067114094,0.0880201342281879,"seagrass",1011.43,0.85,8.35,11871.71,0.03
"19231",300.722483221477,0.0880201342281879,"seagrass",1011.38,0.85,8.35,11812.51,0.03
"19232",300.784899328859,0.0880201342281879,"seagrass",1011.32,0.85,8.35,11753.59,0.03
"19233",300.847315436242,0.0880201342281879,"seagrass",1011.26,0.85,8.35,11694.95,0.03
"19234",300.909731543624,0.0880201342281879,"seagrass",1011.2,0.85,8.35,11636.6,0.03
"19235",300.972147651007,0.0880201342281879,"seagrass",1011.14,0.85,8.35,11578.53,0.03
"19236",301.034563758389,0.0880201342281879,"seagrass",1011.07,0.85,8.35,11520.74,0.03
"19237",301.096979865772,0.0880201342281879,"seagrass",1011,0.84,8.34,11463.22,0.03
"19238",301.159395973154,0.0880201342281879,"seagrass",1010.92,0.84,8.34,11405.98,0.03
"19239",301.221812080537,0.0880201342281879,"seagrass",1010.85,0.84,8.34,11349.01,0.03
"19240",301.284228187919,0.0880201342281879,"seagrass",1010.77,0.84,8.34,11292.32,0.03
"19241",301.346644295302,0.0880201342281879,"seagrass",1010.68,0.84,8.34,11235.88,0.03
"19242",301.409060402685,0.0880201342281879,"seagrass",1010.59,0.84,8.34,11179.72,0.03
"19243",301.471476510067,0.0880201342281879,"seagrass",1010.5,0.84,8.34,11123.81,0.03
"19244",301.53389261745,0.0880201342281879,"seagrass",1010.41,0.84,8.34,11068.17,0.03
"19245",301.596308724832,0.0880201342281879,"seagrass",1010.31,0.84,8.34,11012.78,0.03
"19246",301.658724832215,0.0880201342281879,"seagrass",1010.2,0.83,8.34,10957.65,0.03
"19247",301.721140939597,0.0880201342281879,"seagrass",1010.09,0.83,8.34,10902.77,0.03
"19248",301.78355704698,0.0880201342281879,"seagrass",1009.98,0.83,8.34,10848.14,0.03
"19249",301.845973154362,0.0880201342281879,"seagrass",1009.86,0.83,8.33,10793.76,0.03
"19250",301.908389261745,0.0880201342281879,"seagrass",1009.74,0.83,8.33,10739.62,0.03
"19251",301.970805369128,0.0880201342281879,"seagrass",1009.61,0.83,8.33,10685.72,0.03
"19252",302.03322147651,0.0880201342281879,"seagrass",1009.48,0.83,8.33,10632.06,0.03
"19253",302.095637583893,0.0880201342281879,"seagrass",1009.34,0.83,8.33,10578.64,0.03
"19254",302.158053691275,0.0880201342281879,"seagrass",1009.2,0.83,8.33,10525.45,0.03
"19255",302.220469798658,0.0880201342281879,"seagrass",1009.05,0.82,8.33,10472.48,0.03
"19256",302.28288590604,0.0880201342281879,"seagrass",1008.89,0.82,8.33,10419.75,0.03
"19257",302.345302013423,0.0880201342281879,"seagrass",1008.73,0.82,8.32,10367.23,0.03
"19258",302.407718120805,0.0880201342281879,"seagrass",1008.55,0.82,8.32,10314.93,0.03
"19259",302.470134228188,0.0880201342281879,"seagrass",1008.38,0.82,8.32,10262.85,0.03
"19260",302.53255033557,0.0880201342281879,"seagrass",1008.19,0.82,8.32,10210.98,0.03
"19261",302.594966442953,0.0880201342281879,"seagrass",1008,0.82,8.32,10159.31,0.04
"19262",302.657382550336,0.0880201342281879,"seagrass",1007.8,0.82,8.32,10107.85,0.04
"19263",302.719798657718,0.0880201342281879,"seagrass",1007.59,0.81,8.31,10056.59,0.04
"19264",302.782214765101,0.0880201342281879,"seagrass",1007.37,0.81,8.31,10005.52,0.04
"19265",302.844630872483,0.0880201342281879,"seagrass",1007.14,0.81,8.31,9954.64,0.04
"19266",302.907046979866,0.0880201342281879,"seagrass",1006.9,0.81,8.31,9903.95,0.04
"19267",302.969463087248,0.0880201342281879,"seagrass",1006.64,0.81,8.31,9853.43,0.04
"19268",303.031879194631,0.0880201342281879,"seagrass",1006.38,0.81,8.3,9803.09,0.04
"19269",303.094295302013,0.0880201342281879,"seagrass",1006.11,0.81,8.3,9752.91,0.04
"19270",303.156711409396,0.0880201342281879,"seagrass",1005.82,0.81,8.3,9702.9,0.04
"19271",303.219127516779,0.0880201342281879,"seagrass",1005.52,0.81,8.3,9653.04,0.04
"19272",303.281543624161,0.0880201342281879,"seagrass",1005.2,0.8,8.29,9603.32,0.04
"19273",303.343959731544,0.0880201342281879,"seagrass",1004.87,0.8,8.29,9553.75,0.04
"19274",303.406375838926,0.0880201342281879,"seagrass",1004.52,0.8,8.29,9504.31,0.04
"19275",303.468791946309,0.0880201342281879,"seagrass",1004.15,0.8,8.29,9454.99,0.04
"19276",303.531208053691,0.0880201342281879,"bistable",1003.77,0.8,8.28,9405.78,0.04
"19277",303.593624161074,0.0880201342281879,"bistable",1003.36,0.8,8.28,9356.67,0.04
"19278",303.656040268456,0.0880201342281879,"bistable",1002.94,0.8,8.28,9307.66,0.04
"19279",303.718456375839,0.0880201342281879,"bistable",1002.49,0.8,8.27,9258.72,0.04
"19280",303.780872483221,0.0880201342281879,"bistable",1002.01,0.79,8.27,9209.86,0.04
"19281",303.843288590604,0.0880201342281879,"bistable",1001.51,0.79,8.26,9161.04,0.05
"19282",303.905704697987,0.0880201342281879,"bistable",1000.98,0.79,8.26,9112.26,0.05
"19283",303.968120805369,0.0880201342281879,"bistable",1000.41,0.79,8.26,9063.49,0.05
"19284",304.030536912752,0.0880201342281879,"bistable",999.82,0.79,8.25,9014.73,0.05
"19285",304.092953020134,0.0880201342281879,"bistable",999.18,0.79,8.25,8965.94,0.05
"19286",304.155369127517,0.0880201342281879,"bistable",998.5,0.79,8.24,8917.1,0.05
"19287",304.217785234899,0.0880201342281879,"bistable",997.78,0.79,8.23,8868.19,0.05
"19288",304.280201342282,0.0880201342281879,"bistable",997.02,0.78,8.23,8819.17,0.05
"19289",304.342617449664,0.0880201342281879,"bistable",996.19,0.78,8.22,8770.01,0.05
"19290",304.405033557047,0.0880201342281879,"bistable",995.31,0.78,8.21,8720.68,0.06
"19291",304.46744966443,0.0880201342281879,"bistable",994.36,0.78,8.21,8671.13,0.06
"19292",304.529865771812,0.0880201342281879,"bistable",993.34,0.78,8.2,8621.3,0.06
"19293",304.592281879195,0.0880201342281879,"bistable",992.24,0.78,8.19,8571.15,0.06
"19294",304.654697986577,0.0880201342281879,"bistable",991.05,0.78,8.18,8520.6,0.06
"19295",304.71711409396,0.0880201342281879,"bistable",989.76,0.78,8.17,8469.57,0.06
"19296",304.779530201342,0.0880201342281879,"bistable",988.35,0.77,8.16,8417.98,0.07
"19297",304.841946308725,0.0880201342281879,"bistable",986.8,0.77,8.15,8365.71,0.07
"19298",304.904362416107,0.0880201342281879,"bistable",985.11,0.77,8.13,8312.65,0.07
"19299",304.96677852349,0.0880201342281879,"bistable",983.25,0.77,8.12,8258.63,0.08
"19300",305.029194630872,0.0880201342281879,"bistable",981.19,0.77,8.1,8203.47,0.08
"19301",305.091610738255,0.0880201342281879,"bistable",978.89,0.77,8.08,8146.94,0.08
"19302",305.154026845638,0.0880201342281879,"bistable",976.33,0.77,8.06,8088.77,0.09
"19303",305.21644295302,0.0880201342281879,"bistable",973.43,0.76,8.04,8028.6,0.09
"19304",305.278859060403,0.0880201342281879,"bistable",970.15,0.76,8.02,7965.99,0.1
"19305",305.341275167785,0.0880201342281879,"bistable",966.39,0.76,7.99,7900.37,0.1
"19306",305.403691275168,0.0880201342281879,"bistable",962.05,0.76,7.95,7830.99,0.11
"19307",305.46610738255,0.0880201342281879,"bistable",956.98,0.76,7.91,7756.86,0.12
"19308",305.528523489933,0.0880201342281879,"bistable",950.97,0.76,7.87,7676.61,0.13
"19309",305.590939597315,0.0880201342281879,"bistable",943.75,0.76,7.81,7588.31,0.14
"19310",305.653355704698,0.0880201342281879,"bistable",934.9,0.75,7.74,7489.18,0.15
"19311",305.715771812081,0.0880201342281879,"bistable",923.81,0.75,7.65,7374.96,0.17
"19312",305.778187919463,0.0880201342281879,"bistable",909.47,0.75,7.54,7238.9,0.19
"19313",305.840604026846,0.0880201342281879,"bistable",890.19,0.75,7.39,7069.44,0.22
"19314",305.903020134228,0.0880201342281879,"bistable",862.77,0.74,7.17,6844.82,0.27
"19315",305.965436241611,0.0880201342281879,"bistable",820.3,0.74,6.84,6517.72,0.33
"19316",306.027852348993,0.0880201342281879,"bistable",742.96,0.73,6.23,5952.18,0.46
"19317",306.090268456376,0.0880201342281879,"bare",0,0.14,0,118.76,1.15
"19318",306.152684563758,0.0880201342281879,"bare",0,0.14,0,118.03,1.15
"19319",306.215100671141,0.0880201342281879,"bare",0,0.14,0,117.3,1.15
"19320",306.277516778523,0.0880201342281879,"bare",0,0.14,0,116.58,1.15
"19321",306.339932885906,0.0880201342281879,"bare",0,0.14,0,115.86,1.15
"19322",306.402348993289,0.0880201342281879,"bare",0,0.14,0,115.14,1.15
"19323",306.464765100671,0.0880201342281879,"bare",0,0.14,0,114.43,1.15
"19324",306.527181208054,0.0880201342281879,"bare",0,0.14,0,113.72,1.15
"19325",306.589597315436,0.0880201342281879,"bare",0,0.14,0,113.02,1.15
"19326",306.652013422819,0.0880201342281879,"bare",0,0.14,0,112.32,1.15
"19327",306.714429530201,0.0880201342281879,"bare",0,0.14,0,111.63,1.15
"19328",306.776845637584,0.0880201342281879,"bare",0,0.14,0,110.94,1.15
"19329",306.839261744966,0.0880201342281879,"bare",0,0.14,0,110.25,1.15
"19330",306.901677852349,0.0880201342281879,"bare",0,0.14,0,109.57,1.15
"19331",306.964093959732,0.0880201342281879,"bare",0,0.14,0,108.89,1.15
"19332",307.026510067114,0.0880201342281879,"bare",0,0.14,0,108.21,1.15
"19333",307.088926174497,0.0880201342281879,"bare",0,0.14,0,107.54,1.15
"19334",307.151342281879,0.0880201342281879,"bare",0,0.14,0,106.87,1.15
"19335",307.213758389262,0.0880201342281879,"bare",0,0.14,0,106.21,1.15
"19336",307.276174496644,0.0880201342281879,"bare",0,0.14,0,105.55,1.15
"19337",307.338590604027,0.0880201342281879,"bare",0,0.14,0,104.9,1.15
"19338",307.401006711409,0.0880201342281879,"bare",0,0.14,0,104.24,1.15
"19339",307.463422818792,0.0880201342281879,"bare",0,0.14,0,103.6,1.15
"19340",307.525838926174,0.0880201342281879,"bare",0,0.14,0,102.95,1.15
"19341",307.588255033557,0.0880201342281879,"bare",0,0.14,0,102.31,1.15
"19342",307.65067114094,0.0880201342281879,"bare",0,0.14,0,101.67,1.15
"19343",307.713087248322,0.0880201342281879,"bare",0,0.14,0,101.04,1.15
"19344",307.775503355705,0.0880201342281879,"bare",0,0.14,0,100.41,1.15
"19345",307.837919463087,0.0880201342281879,"bare",0,0.14,0,99.79,1.15
"19346",307.90033557047,0.0880201342281879,"bare",0,0.14,0,99.17,1.15
"19347",307.962751677852,0.0880201342281879,"bare",0,0.13,0,98.55,1.15
"19348",308.025167785235,0.0880201342281879,"bare",0,0.13,0,97.93,1.15
"19349",308.087583892617,0.0880201342281879,"bare",0,0.13,0,97.32,1.15
"19350",308.15,0.0880201342281879,"bare",0,0.13,0,96.71,1.15
"19351",298.85,0.0885906040268456,"seagrass",1011.97,0.88,8.36,13722.04,0.03
"19352",298.912416107383,0.0885906040268456,"seagrass",1011.97,0.88,8.36,13653.58,0.03
"19353",298.974832214765,0.0885906040268456,"seagrass",1011.97,0.88,8.36,13585.47,0.03
"19354",299.037248322148,0.0885906040268456,"seagrass",1011.97,0.88,8.36,13517.7,0.03
"19355",299.09966442953,0.0885906040268456,"seagrass",1011.97,0.88,8.36,13450.28,0.03
"19356",299.162080536913,0.0885906040268456,"seagrass",1011.96,0.88,8.36,13383.2,0.03
"19357",299.224496644295,0.0885906040268456,"seagrass",1011.96,0.88,8.36,13316.46,0.03
"19358",299.286912751678,0.0885906040268456,"seagrass",1011.95,0.88,8.36,13250.06,0.03
"19359",299.34932885906,0.0885906040268456,"seagrass",1011.94,0.88,8.36,13183.99,0.03
"19360",299.411744966443,0.0885906040268456,"seagrass",1011.93,0.87,8.36,13118.26,0.03
"19361",299.474161073826,0.0885906040268456,"seagrass",1011.91,0.87,8.36,13052.86,0.03
"19362",299.536577181208,0.0885906040268456,"seagrass",1011.9,0.87,8.35,12987.79,0.03
"19363",299.598993288591,0.0885906040268456,"seagrass",1011.88,0.87,8.35,12923.04,0.03
"19364",299.661409395973,0.0885906040268456,"seagrass",1011.87,0.87,8.35,12858.62,0.03
"19365",299.723825503356,0.0885906040268456,"seagrass",1011.85,0.87,8.35,12794.53,0.03
"19366",299.786241610738,0.0885906040268456,"seagrass",1011.83,0.87,8.35,12730.75,0.03
"19367",299.848657718121,0.0885906040268456,"seagrass",1011.8,0.87,8.35,12667.3,0.03
"19368",299.911073825503,0.0885906040268456,"seagrass",1011.78,0.87,8.35,12604.16,0.03
"19369",299.973489932886,0.0885906040268456,"seagrass",1011.75,0.86,8.35,12541.34,0.03
"19370",300.035906040268,0.0885906040268456,"seagrass",1011.72,0.86,8.35,12478.83,0.03
"19371",300.098322147651,0.0885906040268456,"seagrass",1011.69,0.86,8.35,12416.63,0.03
"19372",300.160738255034,0.0885906040268456,"seagrass",1011.66,0.86,8.35,12354.74,0.03
"19373",300.223154362416,0.0885906040268456,"seagrass",1011.62,0.86,8.35,12293.15,0.03
"19374",300.285570469799,0.0885906040268456,"seagrass",1011.59,0.86,8.35,12231.87,0.03
"19375",300.347986577181,0.0885906040268456,"seagrass",1011.55,0.86,8.35,12170.9,0.03
"19376",300.410402684564,0.0885906040268456,"seagrass",1011.5,0.86,8.35,12110.22,0.03
"19377",300.472818791946,0.0885906040268456,"seagrass",1011.46,0.86,8.35,12049.84,0.03
"19378",300.535234899329,0.0885906040268456,"seagrass",1011.41,0.86,8.35,11989.76,0.03
"19379",300.597651006711,0.0885906040268456,"seagrass",1011.36,0.85,8.35,11929.97,0.03
"19380",300.660067114094,0.0885906040268456,"seagrass",1011.31,0.85,8.35,11870.48,0.03
"19381",300.722483221477,0.0885906040268456,"seagrass",1011.26,0.85,8.35,11811.27,0.03
"19382",300.784899328859,0.0885906040268456,"seagrass",1011.2,0.85,8.35,11752.35,0.03
"19383",300.847315436242,0.0885906040268456,"seagrass",1011.14,0.85,8.35,11693.72,0.03
"19384",300.909731543624,0.0885906040268456,"seagrass",1011.08,0.85,8.35,11635.37,0.03
"19385",300.972147651007,0.0885906040268456,"seagrass",1011.02,0.85,8.35,11577.3,0.03
"19386",301.034563758389,0.0885906040268456,"seagrass",1010.95,0.85,8.34,11519.51,0.03
"19387",301.096979865772,0.0885906040268456,"seagrass",1010.88,0.84,8.34,11462,0.03
"19388",301.159395973154,0.0885906040268456,"seagrass",1010.8,0.84,8.34,11404.76,0.03
"19389",301.221812080537,0.0885906040268456,"seagrass",1010.72,0.84,8.34,11347.79,0.03
"19390",301.284228187919,0.0885906040268456,"seagrass",1010.64,0.84,8.34,11291.09,0.03
"19391",301.346644295302,0.0885906040268456,"seagrass",1010.56,0.84,8.34,11234.66,0.03
"19392",301.409060402685,0.0885906040268456,"seagrass",1010.47,0.84,8.34,11178.5,0.03
"19393",301.471476510067,0.0885906040268456,"seagrass",1010.38,0.84,8.34,11122.59,0.03
"19394",301.53389261745,0.0885906040268456,"seagrass",1010.28,0.84,8.34,11066.95,0.03
"19395",301.596308724832,0.0885906040268456,"seagrass",1010.18,0.84,8.34,11011.56,0.03
"19396",301.658724832215,0.0885906040268456,"seagrass",1010.07,0.83,8.34,10956.43,0.03
"19397",301.721140939597,0.0885906040268456,"seagrass",1009.96,0.83,8.34,10901.55,0.03
"19398",301.78355704698,0.0885906040268456,"seagrass",1009.85,0.83,8.33,10846.92,0.03
"19399",301.845973154362,0.0885906040268456,"seagrass",1009.73,0.83,8.33,10792.53,0.03
"19400",301.908389261745,0.0885906040268456,"seagrass",1009.61,0.83,8.33,10738.39,0.03
"19401",301.970805369128,0.0885906040268456,"seagrass",1009.48,0.83,8.33,10684.49,0.03
"19402",302.03322147651,0.0885906040268456,"seagrass",1009.35,0.83,8.33,10630.83,0.03
"19403",302.095637583893,0.0885906040268456,"seagrass",1009.21,0.83,8.33,10577.4,0.03
"19404",302.158053691275,0.0885906040268456,"seagrass",1009.06,0.83,8.33,10524.21,0.03
"19405",302.220469798658,0.0885906040268456,"seagrass",1008.91,0.82,8.33,10471.24,0.03
"19406",302.28288590604,0.0885906040268456,"seagrass",1008.75,0.82,8.32,10418.5,0.03
"19407",302.345302013423,0.0885906040268456,"seagrass",1008.59,0.82,8.32,10365.98,0.03
"19408",302.407718120805,0.0885906040268456,"seagrass",1008.42,0.82,8.32,10313.68,0.03
"19409",302.470134228188,0.0885906040268456,"seagrass",1008.24,0.82,8.32,10261.59,0.03
"19410",302.53255033557,0.0885906040268456,"seagrass",1008.05,0.82,8.32,10209.72,0.04
"19411",302.594966442953,0.0885906040268456,"seagrass",1007.86,0.82,8.32,10158.05,0.04
"19412",302.657382550336,0.0885906040268456,"seagrass",1007.65,0.82,8.32,10106.58,0.04
"19413",302.719798657718,0.0885906040268456,"seagrass",1007.44,0.81,8.31,10055.31,0.04
"19414",302.782214765101,0.0885906040268456,"seagrass",1007.22,0.81,8.31,10004.24,0.04
"19415",302.844630872483,0.0885906040268456,"seagrass",1006.99,0.81,8.31,9953.35,0.04
"19416",302.907046979866,0.0885906040268456,"seagrass",1006.75,0.81,8.31,9902.65,0.04
"19417",302.969463087248,0.0885906040268456,"seagrass",1006.49,0.81,8.31,9852.12,0.04
"19418",303.031879194631,0.0885906040268456,"seagrass",1006.23,0.81,8.3,9801.77,0.04
"19419",303.094295302013,0.0885906040268456,"seagrass",1005.95,0.81,8.3,9751.59,0.04
"19420",303.156711409396,0.0885906040268456,"seagrass",1005.66,0.81,8.3,9701.56,0.04
"19421",303.219127516779,0.0885906040268456,"seagrass",1005.36,0.81,8.3,9651.69,0.04
"19422",303.281543624161,0.0885906040268456,"seagrass",1005.04,0.8,8.29,9601.96,0.04
"19423",303.343959731544,0.0885906040268456,"seagrass",1004.71,0.8,8.29,9552.38,0.04
"19424",303.406375838926,0.0885906040268456,"seagrass",1004.36,0.8,8.29,9502.92,0.04
"19425",303.468791946309,0.0885906040268456,"seagrass",1003.99,0.8,8.28,9453.59,0.04
"19426",303.531208053691,0.0885906040268456,"bistable",1003.6,0.8,8.28,9404.37,0.04
"19427",303.593624161074,0.0885906040268456,"bistable",1003.19,0.8,8.28,9355.25,0.04
"19428",303.656040268456,0.0885906040268456,"bistable",1002.76,0.8,8.27,9306.22,0.04
"19429",303.718456375839,0.0885906040268456,"bistable",1002.31,0.8,8.27,9257.27,0.04
"19430",303.780872483221,0.0885906040268456,"bistable",1001.83,0.79,8.27,9208.38,0.05
"19431",303.843288590604,0.0885906040268456,"bistable",1001.32,0.79,8.26,9159.54,0.05
"19432",303.905704697987,0.0885906040268456,"bistable",1000.79,0.79,8.26,9110.74,0.05
"19433",303.968120805369,0.0885906040268456,"bistable",1000.22,0.79,8.25,9061.95,0.05
"19434",304.030536912752,0.0885906040268456,"bistable",999.62,0.79,8.25,9013.16,0.05
"19435",304.092953020134,0.0885906040268456,"bistable",998.98,0.79,8.24,8964.35,0.05
"19436",304.155369127517,0.0885906040268456,"bistable",998.3,0.79,8.24,8915.48,0.05
"19437",304.217785234899,0.0885906040268456,"bistable",997.58,0.79,8.23,8866.54,0.05
"19438",304.280201342282,0.0885906040268456,"bistable",996.8,0.78,8.23,8817.49,0.05
"19439",304.342617449664,0.0885906040268456,"bistable",995.97,0.78,8.22,8768.3,0.05
"19440",304.405033557047,0.0885906040268456,"bistable",995.09,0.78,8.21,8718.93,0.06
"19441",304.46744966443,0.0885906040268456,"bistable",994.13,0.78,8.21,8669.34,0.06
"19442",304.529865771812,0.0885906040268456,"bistable",993.1,0.78,8.2,8619.47,0.06
"19443",304.592281879195,0.0885906040268456,"bistable",992,0.78,8.19,8569.27,0.06
"19444",304.654697986577,0.0885906040268456,"bistable",990.8,0.78,8.18,8518.66,0.06
"19445",304.71711409396,0.0885906040268456,"bistable",989.49,0.78,8.17,8467.58,0.07
